,9190000,9190001,9190010,9190020,9190030,9190031,9190040,9190050,9190060,9190061,9190070,9190080,9190090,9190091,9190092,9190093,9190110,9190111,9190120,9190130,9190140,9192010,9192020,9192030,9192031,9192040,9192050,9193050,9193090,9193091,9193092,9193100,9193101,9193102,9193110,9193120,9193121
meanQ12,184.4546777,50.92920513,2.301057858,2.626885609,26.77999489,21.78030466,8.240949371,3.368264029,23.13154737,19.65238816,7.574961413,9.358996888,113.8596643,79.94013098,30.86082313,31.41347518,52.04768562,25.696128,2.354213333,4.333191293,12.27088284,2.902110183,9.63576518,27.89776451,14.45980578,39.33718959,1.320852757,1.380355726,25.86120842,5.88563355,17.28083914,14.21450334,11.60983405,11.88682669,11.33485669,5.483264175,4.751287967
cvQ01,1.51996328,1.659810534,1.433481212,2.64518775,2.270826464,2.372783131,2.233029377,2.869900376,1.887781554,1.951774116,2.581537836,2.193089752,1.726819626,1.879941519,1.994977783,1.939410569,1.990747682,2.258454624,1.571554028,3.098257328,2.584725655,2.174706999,2.052816782,1.588411823,1.837507682,1.408302262,1.852561103,1.985049504,1.844097201,1.772879937,2.031898915,2.167534764,2.113502947,2.131293341,2.129995759,1.917526243,1.928231691
cvQ02,1.055561364,1.197750508,0.804077787,2.034275851,1.597351568,1.678994008,1.59577282,1.789807237,1.37572113,1.441197597,2.145810522,1.554114398,1.235486878,1.338592275,1.385528737,1.380907575,1.437121718,1.57806509,1.351517737,1.72173914,1.687413929,1.606876831,1.58872039,1.23967072,1.4458376,1.120560112,1.45378741,1.509714538,1.371878156,1.348338409,1.503341034,1.614929431,1.616085333,1.647359083,1.654612925,1.430769674,1.436950029
cvQ03,1.175484391,1.249347495,1.521977438,2.915978332,1.963675947,2.026805548,2.317871802,2.339247356,1.853147608,1.971785883,3.006046503,2.243141734,1.468844877,1.637208215,1.847606086,1.884477156,1.758313665,1.933170246,1.549455996,2.66566749,1.980644472,1.998569803,2.020688839,1.489488964,1.810057625,1.308011831,2.100046541,1.740437669,1.737158535,1.825294708,1.887584877,2.019604632,2.029886418,2.073223917,2.0767435,2.035875076,2.056419126
cvQ04,3.025786411,2.863452925,2.023240766,4.951096933,5.63115602,5.701362162,3.301573577,5.083036219,2.476957377,2.647431367,12.35121304,3.261373939,3.741964141,4.306531873,2.594725567,2.564101552,4.926831496,5.53556751,5.289155502,3.866670695,4.792943185,4.002385368,4.796762353,3.747895822,4.440695767,2.93129021,7.096504341,2.573621106,3.588487036,7.128694303,3.76178726,4.112549576,4.040253422,4.202400521,4.135729318,10.11802612,9.878493759
cvQ05,2.23498482,8.27711905,0.598536206,11.05215582,1.458321248,1.425557869,4.358934216,1.669285709,5.838704487,6.111016589,3.924905824,4.367747648,1.712309941,1.777143683,4.88423154,5.087930337,1.418645097,1.43825215,1.501477747,2.177113418,1.454907105,4.26350504,6.311543749,3.502555997,5.107698387,1.988161492,6.247895248,1.610043862,2.041905092,3.472315,2.060402674,2.118661548,2.203096525,2.211460738,2.234293499,4.620068007,4.617757861
cvQ06,1.447681263,4.584768347,0.538825284,5.449002198,0.912981803,0.922951094,4.615382998,1.067056628,4.75553068,5.059511929,5.863973471,4.024997723,1.453596464,1.30621875,3.812716378,4.008952168,1.039253118,0.91684696,2.757860769,1.04880509,0.874372581,3.711587224,5.123121198,4.416369434,4.88608754,2.092958628,5.744425375,2.223538984,2.063902626,4.849675709,2.138336743,2.311612791,2.491358425,2.610364239,2.874641366,6.790584046,6.743066208
cvQ07,1.038660049,5.524367788,0.518937315,7.53727978,0.664022899,0.663404628,4.903170691,0.842065532,7.235632439,7.410212133,7.525075978,4.686666012,1.022126085,1.098178913,5.564145643,5.946320742,0.799243774,0.654760918,4.274291763,0.558906656,0.591071539,3.497316051,4.165657003,3.145246952,3.681093706,1.114815799,6.988080756,1.782268347,2.995810758,7.891338031,2.825040384,3.016181998,3.151132841,3.331618447,3.579362682,10.53657653,10.51278096
cvQ08,2.004304192,9.885039869,0.642314453,14.73406161,1.072224939,1.100931322,8.694874875,0.948001074,10.49306497,10.95575447,9.249421936,7.507973971,1.989281964,1.615898883,8.842432643,9.124121003,1.342043325,1.049917048,8.125909344,1.272650307,0.971912806,10.73315949,12.93845296,12.49999946,12.42233359,4.696210966,11.86528486,5.604277702,5.489635303,8.552162488,5.801530087,6.041051228,6.636891794,6.86937214,7.471710224,10.64705096,10.55638043
cvQ09,1.37077222,10.97765319,0.575228586,7.523509402,0.785683645,0.734936189,8.994935041,0.766914992,7.510644257,7.978056451,7.522387729,6.611061667,1.319356175,1.309880212,5.877992744,6.392162631,1.030768947,0.758152223,9.808416516,0.585561524,0.564921659,7.066001413,10.1588341,8.520178666,9.622957395,2.998783552,9.368734022,4.849973353,4.405327171,8.108269695,4.565640273,4.88777614,5.375515317,5.720860337,6.519759854,11.06716286,10.98571638
cvQ10,2.161436886,7.190490419,1.042776065,4.720707454,1.408962603,1.479854035,4.805455415,2.518216361,5.49795483,5.781487551,5.33677038,3.644746782,2.123984059,1.920033901,4.363607967,4.525639365,1.612717279,1.374359401,4.518693766,1.056428139,1.351801595,5.030774995,5.342562763,4.699111622,4.647298587,3.344067388,5.002402125,5.460454124,2.942846976,3.661785751,3.251342788,3.407365912,3.839427111,3.996488276,4.531540813,4.748329557,4.736839275
cvQ11,3.191607117,10.63486656,1.253361408,7.00967501,3.161189412,3.098164376,5.779189878,3.878529364,3.760559158,3.912319302,4.735789452,5.005011215,2.908223759,3.236617488,3.833733008,3.837728361,3.160699274,3.13510447,3.54792681,2.199696986,2.691585131,3.742121988,3.740684528,3.996787792,3.842544784,3.066962366,5.578103202,2.82938089,3.631658835,4.00111284,3.733015533,3.749111872,3.960484655,4.046379886,4.354497165,4.091015188,4.106146541
cvQ12,2.41778221,4.094790679,1.197164219,4.410385487,2.476515003,2.476037501,3.447209217,2.912688473,2.426292762,2.540760518,3.346061839,3.352354941,1.925771415,2.214171813,2.535275599,2.562216538,2.277189079,2.420153299,2.355899106,3.098583039,2.667580025,2.58546963,2.449826346,2.361579078,2.460546221,1.900590034,3.411559038,3.011944172,2.538256158,2.557040165,2.937404368,3.256388656,3.277245574,3.33890258,3.44884406,2.665291298,2.691309563
seasonMeanQ1,2.527330879,2.668783329,1.509976018,2.833890911,2.269704103,2.161190278,2.729060967,1.785243615,2.766825395,2.775999937,2.590758567,2.697144876,2.360211105,2.388880045,2.689567227,2.721462736,2.326165339,2.244893945,2.551686659,1.665733039,1.881653358,2.107819808,2.456648836,2.53042474,2.491459852,2.461997164,2.665466933,2.113415346,2.527120538,2.885378203,2.477065704,2.457717697,2.408991997,2.422878324,2.431127983,2.924102524,2.922764699
seasonMeanQ2,1.432283103,1.344466915,1.677381098,1.127381491,1.57230395,1.649714558,1.214511495,1.859752927,1.119647947,1.110105137,1.337839282,1.247434107,1.545217838,1.515155685,1.232499436,1.189991153,1.566246091,1.600358831,1.303806867,1.893566737,1.839468821,1.773895809,1.46376328,1.412116044,1.441263795,1.427972039,1.302319387,1.789381385,1.417187085,1.029292687,1.470075755,1.486670275,1.528148291,1.512998485,1.500453074,0.98469544,0.986209234
seasonMeanQ3,0.02525653,0.001417339,0.525728089,0.005854819,0.096428704,0.11777612,0.01602412,0.239560141,0.029553538,0.029931263,0.020153555,0.016012003,0.049164275,0.050073601,0.022609627,0.024301553,0.060958597,0.095231935,0.038390681,0.289355594,0.185563988,0.054094333,0.027752065,0.018057585,0.022975054,0.048293924,0.008424581,0.057256537,0.01996296,0.01526666,0.021544121,0.022842789,0.025239791,0.025131537,0.026134961,0.015962845,0.016385206
seasonMeanQ4,0.033846321,0.006457593,0.288941967,0.057713667,0.075807666,0.083571944,0.063299579,0.120910043,0.108078458,0.10824634,0.071589075,0.06167697,0.061224127,0.062267807,0.077619995,0.087255755,0.061802292,0.073257363,0.126303533,0.154894462,0.100402005,0.07533239,0.069588981,0.058445029,0.062644932,0.079702279,0.045272735,0.050930884,0.054668555,0.096307813,0.049236947,0.050333551,0.05429515,0.055950528,0.059438589,0.102290396,0.101659617
seasonCvQ1,1.617864476,1.82569572,1.245151427,2.751520677,2.275394978,2.366120119,2.237203307,2.639253128,1.885935915,1.957765588,2.767471432,2.195731685,1.777069648,1.919772207,1.970017859,1.933067456,2.041482541,2.261797246,1.695851468,2.757427884,2.453038453,2.185785686,2.151848852,1.707554248,1.965335262,1.524722406,2.008941012,2.099160048,1.918311518,1.827565272,2.109719888,2.255880985,2.230061532,2.256111772,2.25435387,1.945104918,1.956408578
seasonCvQ2,2.124511002,2.284558538,1.71536785,4.603595016,3.410354254,3.500201023,3.547681546,3.574994188,2.909529006,3.081075897,5.688765035,3.491847357,2.511402143,2.78366859,2.921516483,2.958921043,3.037045807,3.366755696,2.81641179,3.426135761,3.213397711,3.077042626,3.29972212,2.549103368,3.008065599,2.19310352,3.721584574,2.503422592,2.794275075,3.384228815,2.987848641,3.192363133,3.184151087,3.258894136,3.250686792,4.03786977,4.023929315
seasonCvQ3,1.630433053,6.459416715,0.642326022,9.099326487,0.979772186,0.984093313,6.155902758,1.106513822,6.536684402,6.867639931,7.295119639,5.320538802,1.622375007,1.459678598,5.218163645,5.495391144,1.162251597,0.97886166,4.076168554,1.057821864,0.911242041,5.47650299,7.462993293,6.766178283,7.091768068,2.652969381,7.632252648,3.030960461,2.988435149,6.501293606,3.074690169,3.292058243,3.549476884,3.717497497,4.068671659,8.762499991,8.708398542
seasonCvQ4,4.225282235,17.20973377,1.120390577,11.51063901,3.254944056,3.006330709,9.141696166,3.367241094,5.819638821,6.056359184,6.608414457,7.706004035,3.789783999,4.125707905,5.852067788,5.900307122,3.722703314,3.195783464,5.362695179,1.663473863,2.203605914,5.359800856,5.611305262,6.092774575,5.783447568,4.359758556,8.082701498,4.312557844,5.37623294,6.076110733,5.401319812,5.34738687,5.690403372,5.841127974,6.332662683,6.220052552,6.223743154
specificAnMeanQ,0.0712675,0.041429767,0.121665874,0.012206936,0.028962837,0.032366371,0.026415459,0.064866504,0.01958173,0.019045114,0.027513802,0.012105257,0.017795026,0.017150669,0.013319078,0.015435455,0.020666333,0.026931883,0.045161127,0.050680932,0.041539854,0.033546151,0.028249707,0.02123948,0.023435796,0.024619191,0.019474166,0.036278165,0.018604389,0.025662565,0.019363969,0.022360875,0.025143602,0.025336237,0.027619821,0.030840185,0.030525245
CvAnQ,0.618698032,0.58460148,0.361984719,1.030769562,0.781977196,0.78131487,0.769047027,0.701344979,0.817997613,0.835133607,0.838359486,0.847537493,0.738647123,0.788558505,0.888336006,0.833320908,0.790114867,0.795934554,0.495215379,0.700536512,0.772564267,0.775310812,0.763466522,0.657017641,0.728173239,0.594982242,0.76456885,0.769357719,0.768422381,0.622704234,0.827876282,0.855364747,0.820056854,0.817737712,0.787221564,0.623553237,0.630001128
skewnwssAnQ,1.495269249,1.366819507,1.227012682,2.567951996,1.803825721,1.85636843,1.721399132,1.862424994,2.255010722,2.295552512,1.866974453,2.092999561,1.749780686,1.86712894,2.49492244,2.262801021,1.776237297,1.828595699,1.309008232,1.679258347,1.944180358,1.702885297,1.613639914,1.506251287,1.568295098,1.438173774,1.642284309,1.676661274,1.74954218,1.452098946,1.854269089,1.881704315,1.797052155,1.792347685,1.727311929,1.450063631,1.457270837
specificAnMedQ,0.068157884,0.043489082,0.115379707,0.0093861,0.025446073,0.028306666,0.023997174,0.056798434,0.016704424,0.015950208,0.021659141,0.01064635,0.015389422,0.014644128,0.011074975,0.01298603,0.018185352,0.023334026,0.043403892,0.0427181,0.03606503,0.031196439,0.024417475,0.019312535,0.02053063,0.023046074,0.016924693,0.029583095,0.0159459,0.02381004,0.016909341,0.01925623,0.022085726,0.021844706,0.024317348,0.028829168,0.028771823
medAnMinQ,0.004060569,4.36E-06,0.115872875,0,0.019641828,0.024428448,0,0.031881342,0,0,0,0,0.008032218,0.008829726,0,0,0.011764702,0.019452252,5.83E-05,0.05291436,0.039050718,0,0,0,0,0.004148295,0,4.50E-05,0,0,0,0,0,0,0,0,0
